folder,table,sheet,rows,n_columns,columns
data,animation_loop_data,digimon,16,59,id|anim01_name|anim01_frames|anim02_name|anim02_frames|anim03_name|anim03_frames|anim04_name|anim04_frames|anim05_name|anim05_frames|anim06_name|anim06_frames|anim07_name|anim07_frames|anim08_name|anim08_frames|anim09_name|anim09_frames|anim10_name|anim10_frames|anim11_name|anim11_frames|anim12_name|anim12_frames|anim13_name|anim13_frames|anim14_name|anim14_frames|anim15_name|anim15_frames|anim16_name|anim16_frames|anim17_name|anim18_frames|anim19_name|anim19_frames|anim20_name|anim20_frames|anim21_name|anim21_frames|anim22_name|anim22_frames|anim23_name|anim23_frames|anim24_name|anim24_frames|anim25_name|anim25_frames|anim26_name|anim26_frames|anim27_name|anim27_frames|anim28_name|anim28_frames|anim29_name|anim29_frames|anim30_name|anim30_frames
data,animation_loop_data,mob,11,59,id|anim01_name|anim01_frames|anim02_name|anim02_frames|anim03_name|anim03_frames|anim04_name|anim04_frames|anim05_name|anim05_frames|anim06_name|anim06_frames|anim07_name|anim07_frames|anim08_name|anim08_frames|anim09_name|anim09_frames|anim10_name|anim10_frames|anim11_name|anim11_frames|anim12_name|anim12_frames|anim13_name|anim13_frames|anim14_name|anim14_frames|anim15_name|anim15_frames|anim16_name|anim16_frames|anim17_name|anim18_frames|anim19_name|anim19_frames|anim20_name|anim20_frames|anim21_name|anim21_frames|anim22_name|anim22_frames|anim23_name|anim23_frames|anim24_name|anim24_frames|anim25_name|anim25_frames|anim26_name|anim26_frames|anim27_name|anim27_frames|anim28_name|anim28_frames|anim29_name|anim29_frames|anim30_name|anim30_frames
data,animation_loop_data,npc,23,59,id|anim01_name|anim01_frames|anim02_name|anim02_frames|anim03_name|anim03_frames|anim04_name|anim04_frames|anim05_name|anim05_frames|anim06_name|anim06_frames|anim07_name|anim07_frames|anim08_name|anim08_frames|anim09_name|anim09_frames|anim10_name|anim10_frames|anim11_name|anim11_frames|anim12_name|anim12_frames|anim13_name|anim13_frames|anim14_name|anim14_frames|anim15_name|anim15_frames|anim16_name|anim16_frames|anim17_name|anim18_frames|anim19_name|anim19_frames|anim20_name|anim20_frames|anim21_name|anim21_frames|anim22_name|anim22_frames|anim23_name|anim23_frames|anim24_name|anim24_frames|anim25_name|anim25_frames|anim26_name|anim26_frames|anim27_name|anim27_frames|anim28_name|anim28_frames|anim29_name|anim29_frames|anim30_name|anim30_frames
data,animation_loop_data,pc,3,59,id|anim01_name|anim01_frames|anim02_name|anim02_frames|anim03_name|anim03_frames|anim04_name|anim04_frames|anim05_name|anim05_frames|anim06_name|anim06_frames|anim07_name|anim07_frames|anim08_name|anim08_frames|anim09_name|anim09_frames|anim10_name|anim10_frames|anim11_name|anim11_frames|anim12_name|anim12_frames|anim13_name|anim13_frames|anim14_name|anim14_frames|anim15_name|anim15_frames|anim16_name|anim16_frames|anim17_name|anim18_frames|anim19_name|anim19_frames|anim20_name|anim20_frames|anim21_name|anim21_frames|anim22_name|anim22_frames|anim23_name|anim23_frames|anim24_name|anim24_frames|anim25_name|anim25_frames|anim26_name|anim26_frames|anim27_name|anim27_frames|anim28_name|anim28_frames|anim29_name|anim29_frames|anim30_name|anim30_frames
data,battle_ai,Ai,983,69,id|nameId?|Unk2_1|Unk2_2|Unk3_1|Unk3_2|Unk4_1|Unk4_2|Unk5|Unk6_1|Unk6_2|Unk7_1|Unk7_2|Unk8_1|Unk8:2|Unk9|Unk10_1|Unk10_2|Unk11_1|Unk11_2|Unk12_1|Unk12_2|Unk13|Unk14_1|Unk14_2|Unk15_1|Unk15_2|Unk16_1|Unk16_2|Unk17|Unk18_1|Unk18_2|Unk19_1|Unk19_2|Unk20_1|Unk20_2|Unk21|Unk22_1|Unk22_2|Unk23_1|Unk23_2|Unk24_1|Unk24_2|Unk25|Unk26_1|Unk26_2|Unk27_1|Unk27_2|Unk28_1|Unk28_2|Unk29|Unk30_1|Unk30_2|Unk31_1|Unk31_2|Unk32_1|Unk32_2|Unk33|Unk34_1|Unk34_2|Unk35_1|Unk35_2|Unk36_1|Unk36_2|Unk37|Unk38_1|Unk38_2|Unk39|Unk40
data,battle_bgm,bgm,14,2,ID|Name
data,battle_camera,camera,15,7,ID|Name|unk1|unk3|unk4|unk5|unk6
data,battle_command,Command,931,40,skillID|skillTextId|pad1|Icon|Animation|pad2|Power|DamageType|Unk5_0|Damage Delay|Type|TargetType|NumAttacksMin|NumAttacksMax|Chain Delay|XrosType|Unk10_0|SP Cost|SpeedUse|damageRange|alwaysHits|Accuracy|canCrit|critChance|sacrificeHP|knockbackChance|HPabsorb|SPabsorb|comboRate|pad3|StatusType|StatusEffect|StatusChance|SelfStatusType|SelfStatusEffect|SelfStatusChance|UndoStatus|UndoStatusSelf|PrevAttack|Unk15
data,battle_command_effect,effect,926,8,skillID|casterSkillEffectIDs|unk2|unk3|unk4|unk5|targetSkillEffectIDs|unk7
data,battle_command_effect,item,46,2,unk1|unk2
data,battle_effect,effect,608,15,id|skillEffModel|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10|unk11|unk12|unk14|skillSFX
data,battle_field,BattleField,40,14,battlefield_id|unk1|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10|unk11|unk12|unk13
data,battle_field_add,BattleField,75,14,battlefield_id|unk1|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10|unk11|unk12|unk13
data,battle_se,se,476,2,id|soundName
data,battle_support_skill,support_skill,116,59,id|description|condition|cond Value|Phys Damage|Magic Damage|Phys Res|Magic Res|ATK|DEF|INT|SPD|ACU|EVA|CRT|Neutral|Fire|Water|Plant|Electro|Earth|Wind|Light|Dark|Poison Chance|Confuse Chance|Para Chance|Sleep Chance|Stun Chance|Dot Chance|Bug Chance|Death Chance|Poison Res|Confusion Res|Para Res|Sleep Res|Stun Res|Dot Res|Bug Res|Death Res|Combo Rate|Escape Chance|EXP Boost|YEN Boost|Drop Rate|Scan Rate|Heal HP %|Heal SP %|Damage to HP|Damage to SP|Increase Boost|Decrease Reduction|Boost HP Healing|Boost HP Absorption|Boost SP Absorption|Reduce SP Usage|moveFirst|min HP|HP to ATK
data,battle_support_skill,target10,21,1,id
data,battle_voice,voice,1944,11,voice_id|voice_name|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10
data,battle_voice_add,voice,2469,11,voice_id|voice_name|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10
data,bbs_post_para,Sheet1,141,11,id|dateId|comment1Avatar|comment1Author|comment1Text|comment2Avatar|comment2Author|comment2Text|unk10|unk11|innerThoughtText
data,colosseum_event_battle,mission,24,73,ID|Unknown1|Unknown2|Unknown6|Unknown7|Unknown8|Unknown9|Unknown10|Unknown11|Unknown12|Unknown13|Unknown14|Unknown15|Unknown16|Unknown17|Unknown18|Unknown19|Unknown20|Unknown21|Unknown22|Unknown23|Unknown24|Unknown25|Unknown26|Unknown27|Unknown28|Unknown29|Unknown33|Unknown34|Unknown35|Unknown36|Unknown37|Unknown38|Unknown39|Unknown40|Unknown41|Unknown42|Unknown43|Unknown44|Unknown45|Unknown46|Unknown47|Unknown48|Unknown49|Unknown50|Unknown51|Unknown52|Unknown53|Unknown54|Unknown55|Unknown56|Unknown60|Unknown61|Unknown62|Unknown63|Unknown64|Unknown65|Unknown66|Unknown67|Unknown68|Unknown69|Unknown70|Unknown71|Unknown72|Unknown73|Unknown74|Unknown75|Unknown76|Unknown77|Unknown78|Unknown79|Unknown80|Unknown81
data,colosseum_event_battle,rule,24,50,ID|unknown1|unknown2|unknown3_1|unknown3_2|unknown4_1|unknown4_2|unknown5|unknown6|unknown7_1|unknown7_2|unknown8|unknown9|unknown10_1|unknown10_2|unknown11_1|unknown11_2|unknown12|unknown13|unknown14|unknown15_1|unknown15_2|unknown16_1|unknown16_2|unknown17|unknown18|unknown19_1|unknown19_2|unknown20_1|unknown20_2|unknown21_1|unknown21_2|unknown22|unknown23|unknown24|unknown25|unknown26|unknown27|unknown28_1|unknown28_2|unknown29_1|unknown29_2|unknown30|unknown31_1|unknown31_2|unknown35|unknown38|unknown41|unknown42_1|unknown42_2
data,colosseum_item,ranking_reward,4,5,id|unk1|unk2|unk3|unk4
data,colosseum_item,table,475,11,id|unk1|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10
data,custom_sound_bgm_para,table,12,3,id|name|unk1
data,custom_sound_scene_para,table,13,3,id|name|unk1
data,debug_event_view,CS_main,441,3,id|unk1|unk2
data,debug_event_view,CS_sub,284,3,id|unk1|unk2
data,debug_event_view,Free01,35,3,id|unk1|unk2
data,debug_event_view,Free02,2,3,id|unk1|unk2
data,debug_event_view,Free03,0,3,id|unk1|unk2
data,debug_event_view,Free04,0,3,id|unk1|unk2
data,debug_event_view,Free05,0,3,id|unk1|unk2
data,debug_event_view,Free06,0,3,id|unk1|unk2
data,debug_event_view,Free07,0,3,id|unk1|unk2
data,debug_event_view,Free08,0,3,id|unk1|unk2
data,debug_event_view,Free09,0,3,id|unk1|unk2
data,debug_event_view,Free10,0,3,id|unk1|unk2
data,debug_event_view,HM_main,316,3,id|unk1|unk2
data,debug_event_view,HM_sub,523,3,id|unk1|unk2
data,degeneration_para,digimon,347,7,id|digi1|digi2|digi3|digi4|digi5|digi6
data,digiline_constant,table,1,2,unk1|unk2
data,digiline_para,data,1259,14,id|unk1|DialogueSteps|unk3|unk4|idStartMessage|idPlayerReply1|idPlayerReply2|idPlayerReply3|GameProgressFlagToNotReply?|idCharacterReply1|idCharacterReply2|idCharacterReply3|CorrectAnswer
data,digiline_para,no_response,1,2,unk1|unk2
data,digiline_para_add,data,1245,14,id|unk1|DialogueSteps|unk3|unk4|idStartMessage|idPlayerReply1|idPlayerReply2|idPlayerReply3|GameProgressFlagToNotReply?|idCharacterReply1|idCharacterReply2|idCharacterReply3|CorrectAnswer
data,digiline_para_add,no_response,3,2,unk1|unk2
data,digimon_common_para,digimon,375,25,id|level|attribute|type|unk1|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10|unk11|unk12|unk13|unk14|unk15|unk16|unk17|fieldGuideId|unk19|unk20|unk21
data,digimon_common_para,no_generations,2,1,id
data,digimon_farm_para,digimon,375,34,id|memoryUse|growthType|unk3|baseHP|baseSP|baseATK|baseDEF|baseINT|baseSPD|maxLevel|equipSlots|supportSkill|sMove1|sMove1Level|sMove2|sMove2Level|move1|move1Level|move2|move2Level|move3|move3Level|move4|move4Level|move5|move5Level|move6|move6Level|expValue|levelCurve|profile|unk32|unk33
data,digimon_list,digimon,351,1,id
data,digimon_market_para,table,50,6,id|digimonId|sortOrder|price|level|unknown3
data,digital_space_para,para,28,31,id|unk1|map_model_name|start_point_name|unk6|unk7|unk8|unk9|unk10|unk11|unk12|coupling_1|coupling_2|coupling_3|coupling_4|coupling_5|coupling_6|coupling_7|coupling_8|coupling_9|coupling_10|coupling_11|coupling_12|coupling_13|coupling_14|coupling_15|coupling_16|coupling_17|coupling_18|coupling_19|coupling_20
data,eden_text_para,para,17,12,id|NameID|MapID|CategoryId|unk4|Sort Value|unk6|unk7|unk8|Category Icon ID|Icon ID|Initial Rotation
data,eden_text_para_add,para,47,12,id|NameID|MapID|CategoryId|unk4|Sort Value|unk6|unk7|unk8|Category Icon ID|Icon ID|Initial Rotation
data,equip_para,table,164,44,id|nameId|unk3|sortValue|buyPrice|sellPrice|delta_HP|delta_SP|delta_ATK|delta_DEF|delta_INT|delta_SPD|delta_HIT|delta_AGL|delta_CRT|delta_NEUT_DMG_RESIST_PCT|delta_FIRE_DMG_RESIST_PCT|delta_WATER_DMG_RESIST_PCT|delta_PLANT_DMG_RESIST_PCT|delta_ELEC_DMG_RESIST_PCT|delta_GRND_DMG_RESIST_PCT|delta_WIND_DMG_RESIST_PCT|delta_LIGHT_DMG_RESIST_PCT|delta_DARK_DMG_RESIST_PCT|delta_POISON_RESIST_PCT|delta_PANIC_RESIST_PCT|delta_PARALYSIS_RESIST_PCT|delta_SLEEP_RESIST_PCT|delta_STUN_RESIST_PCT|delta_PIXEL_RESIST_PCT|delta_BUG_RESIST_PCT|delta_DEATH_RESIST_PCT|delta_combo_rate_pct|delta_escape_rate_pct|delta_EXP_pct|delta_YEN_pct|delta_itemdrop_rate|delta_digiscan_rate|delta_pen_resist_pct|descId|icon_id|coinPrice|variationId|attachPoint
data,evolution_condition_para,digimon,337,31,id|condType1|condValue1|condUnk1|condType2|condValue2|condUnk2|condType3|condValue3|condUnk3|condType4|condValue4|condUnk4|condType5|condValue5|condUnk5|condType6|condValue6|condUnk6|condType7|condValue7|condUnk7|condType8|condValue8|condUnk8|condType9|condValue9|condUnk9|condType10|condValue10|condUnk10
data,evolution_direction_para,direction,4,11,id|unk1|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10
data,evolution_next_para,digimon,347,7,id|digi1|digi2|digi3|digi4|digi5|digi6
data,experience_table,table,7,100,id|level1|level2|level3|level4|level5|level6|level7|level8|level9|level10|level11|level12|level13|level14|level15|level16|level17|level18|level19|level20|level21|level22|level23|level24|level25|level26|level27|level28|level29|level30|level31|level32|level33|level34|level35|level36|level37|level38|level39|level40|level41|level42|level43|level44|level45|level46|level47|level48|level49|level50|level51|level52|level53|level54|level55|level56|level57|level58|level59|level60|level61|level62|level63|level64|level65|level66|level67|level68|level69|level70|level71|level72|level73|level74|level75|level76|level77|level78|level79|level80|level81|level82|level83|level84|level85|level86|level87|level88|level89|level90|level91|level92|level93|level94|level95|level96|level97|level98|level99
data,farm_constant,table,1,21,unk1|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10|unk11|unk12|unk13|unk14|unk15|unk16|unk17|unk18|unk19|farmExpandItem|bankExpandItem
data,farm_development,fund,5,2,id|price
data,farm_development,item_table,7,91,id|Unk #1|Item #1|Amount #1|Unk #2|Item #2|Amount #2|Unk #3|Item #3|Amount #3|Unk #4|Item #4|Amount #4|Unk #5|Item #5|Amount #5|Unk #6|Item #6|Amount #6|Unk #7|Item #7|Amount #7|Unk #8|Item #8|Amount #8|Unk #9|Item #9|Amount #9|Unk #10|Item #10|Amount #10|Unk #11|Item #11|Amount #11|Unk #12|Item #12|Amount #12|Unk #13|Item #13|Amount #13|Unk #14|Item #14|Amount #14|Unk #15|Item #15|Amount #15|Unk #16|Item #16|Amount #16|Unk #17|Item #17|Amount #17|Unk #18|Item #18|Amount #18|Unk #19|Item #19|Amount #19|Unk #20|Item #20|Amount #20|Unk #21|Item #21|Amount #21|Unk #22|Item #22|Amount #22|Unk #23|Item #23|Amount #23|Unk #24|Item #24|Amount #24|Unk #25|Item #25|Amount #25|Unk #26|Item #26|Amount #26|Unk #27|Item #27|Amount #27|Unk #28|Item #28|Amount #28|Unk #29|Item #29|Amount #29|Unk #30|Item #30|Amount #30
data,farm_development,point,8,8,id|Unk1|Unk2|Unk3|Unk4|Unk5|Unk6|Unk7
data,farm_give_food,table,10,23,id|chanceRefuse|chance #1|chance #2|HP #1|HP #2|SP #1|SP #2|ATK #1|ATK #2|DEF #1|DEF #2|INT #1|INT #2|SPD #1|SPD #2|CAM #1|CAM #2|ABI #1|ABI #2|unk21|unk22|model
data,farm_goods,table,29,8,id|interactable|goods_model|goods_use_animation|goods_icon_model|goods_icon_stand_model|chr_override_use_animation|chr_use_animation
data,farm_investigation,item_table,9,30,id|Unk #1|Item #1|Amount #1|Unk #2|Item #2|Amount #2|Unk #3|Item #3|Amount #3|Unk #4|Item #4|Amount #4|Unk #5|Item #5|Amount #5|Unk #6|Item #6|Amount #6|Unk #7|Item #7|Amount #7|Unk #8|Item #8|Amount #8|Unk #9|Item #9|Amount #9|Unk #10|Item #10
data,farm_investigation,point,8,8,id|unk1|unk2|unk3|unk4|unk5|unk6|unk7
data,farm_investigation,quest_condition,262,4,unk1|unk2|unk3|unk4
data,farm_investigation,quest_table,7,81,unk1|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10|unk11|unk12|unk13|unk14|unk15|unk16|unk17|unk18|unk19|unk20|unk21|unk22|unk23|unk24|unk25|unk26|unk27|unk28|unk29|unk30|unk31|unk32|unk33|unk34|unk35|unk36|unk37|unk38|unk39|unk40|unk41|unk42|unk43|unk44|unk45|unk46|unk47|unk48|unk49|unk50|unk51|unk52|unk53|unk54|unk55|unk56|unk57|unk58|unk59|unk60|unk61|unk62|unk63|unk64|unk65|unk66|unk67|unk68|unk69|unk70|unk71|unk72|unk73|unk74|unk75|unk76|unk77|unk78|unk79|unk80|unk81
data,farm_investigation_add,item_table,9,30,id|Unk #1|Item #1|Amount #1|Unk #2|Item #2|Amount #2|Unk #3|Item #3|Amount #3|Unk #4|Item #4|Amount #4|Unk #5|Item #5|Amount #5|Unk #6|Item #6|Amount #6|Unk #7|Item #7|Amount #7|Unk #8|Item #8|Amount #8|Unk #9|Item #9|Amount #9|Unk #10|Item #10
data,farm_investigation_add,point,8,8,id|unk1|unk2|unk3|unk4|unk5|unk6|unk7
data,farm_investigation_add,quest_condition,69,4,unk1|unk2|unk3|unk4
data,farm_investigation_add,quest_table,7,81,unk1|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10|unk11|unk12|unk13|unk14|unk15|unk16|unk17|unk18|unk19|unk20|unk21|unk22|unk23|unk24|unk25|unk26|unk27|unk28|unk29|unk30|unk31|unk32|unk33|unk34|unk35|unk36|unk37|unk38|unk39|unk40|unk41|unk42|unk43|unk44|unk45|unk46|unk47|unk48|unk49|unk50|unk51|unk52|unk53|unk54|unk55|unk56|unk57|unk58|unk59|unk60|unk61|unk62|unk63|unk64|unk65|unk66|unk67|unk68|unk69|unk70|unk71|unk72|unk73|unk74|unk75|unk76|unk77|unk78|unk79|unk80|unk81
data,farm_talk,digiline_id,36,101,DigimonType?|RandomDigiline_paraMessageID001|RandomDigiline_paraMessageID002|RandomDigiline_paraMessageID003|RandomDigiline_paraMessageID004|RandomDigiline_paraMessageID005|RandomDigiline_paraMessageID006|RandomDigiline_paraMessageID007|RandomDigiline_paraMessageID008|RandomDigiline_paraMessageID009|RandomDigiline_paraMessageID010|RandomDigiline_paraMessageID011|RandomDigiline_paraMessageID012|RandomDigiline_paraMessageID013|RandomDigiline_paraMessageID014|RandomDigiline_paraMessageID015|RandomDigiline_paraMessageID016|RandomDigiline_paraMessageID017|RandomDigiline_paraMessageID018|RandomDigiline_paraMessageID019|RandomDigiline_paraMessageID020|RandomDigiline_paraMessageID021|RandomDigiline_paraMessageID022|RandomDigiline_paraMessageID023|RandomDigiline_paraMessageID024|RandomDigiline_paraMessageID025|RandomDigiline_paraMessageID026|RandomDigiline_paraMessageID027|RandomDigiline_paraMessageID028|RandomDigiline_paraMessageID029|RandomDigiline_paraMessageID030|RandomDigiline_paraMessageID031|RandomDigiline_paraMessageID032|RandomDigiline_paraMessageID033|RandomDigiline_paraMessageID034|RandomDigiline_paraMessageID035|RandomDigiline_paraMessageID036|RandomDigiline_paraMessageID037|RandomDigiline_paraMessageID038|RandomDigiline_paraMessageID039|RandomDigiline_paraMessageID040|RandomDigiline_paraMessageID041|RandomDigiline_paraMessageID042|RandomDigiline_paraMessageID043|RandomDigiline_paraMessageID044|RandomDigiline_paraMessageID045|RandomDigiline_paraMessageID046|RandomDigiline_paraMessageID047|RandomDigiline_paraMessageID048|RandomDigiline_paraMessageID049|RandomDigiline_paraMessageID050|RandomDigiline_paraMessageID051|RandomDigiline_paraMessageID052|RandomDigiline_paraMessageID053|RandomDigiline_paraMessageID054|RandomDigiline_paraMessageID055|RandomDigiline_paraMessageID056|RandomDigiline_paraMessageID057|RandomDigiline_paraMessageID058|RandomDigiline_paraMessageID059|RandomDigiline_paraMessageID060|RandomDigiline_paraMessageID061|RandomDigiline_paraMessageID062|RandomDigiline_paraMessageID063|RandomDigiline_paraMessageID064|RandomDigiline_paraMessageID065|RandomDigiline_paraMessageID066|RandomDigiline_paraMessageID067|RandomDigiline_paraMessageID068|RandomDigiline_paraMessageID069|RandomDigiline_paraMessageID070|RandomDigiline_paraMessageID071|RandomDigiline_paraMessageID072|RandomDigiline_paraMessageID073|RandomDigiline_paraMessageID074|RandomDigiline_paraMessageID075|RandomDigiline_paraMessageID076|RandomDigiline_paraMessageID077|RandomDigiline_paraMessageID078|RandomDigiline_paraMessageID079|RandomDigiline_paraMessageID080|RandomDigiline_paraMessageID081|RandomDigiline_paraMessageID082|RandomDigiline_paraMessageID083|RandomDigiline_paraMessageID084|RandomDigiline_paraMessageID085|RandomDigiline_paraMessageID086|RandomDigiline_paraMessageID087|RandomDigiline_paraMessageID088|RandomDigiline_paraMessageID089|RandomDigiline_paraMessageID090|RandomDigiline_paraMessageID091|RandomDigiline_paraMessageID092|RandomDigiline_paraMessageID093|RandomDigiline_paraMessageID094|RandomDigiline_paraMessageID095|RandomDigiline_paraMessageID096|RandomDigiline_paraMessageID097|RandomDigiline_paraMessageID098|RandomDigiline_paraMessageID099|RandomDigiline_paraMessageID100
data,farm_talk,digimon,347,5,id|unk1|unk2|unk3|unk4
data,farm_talk,generic_item,8,31,id|unk1|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10|unk11|unk12|unk13|unk14|unk15|unk16|unk17|unk18|unk19|unk20|unk21|unk22|unk23|unk24|unk25|unk26|unk27|unk28|unk29|unk30
data,farm_talk,interval,4,3,id|unk1|unk2
data,farm_talk,reference,6,7,id|unk1|unk2|unk3|unk4|unk5|unk6
data,farm_talk,talk_lot,2,2,id|unk1
data,farm_training,course,3,9,id|Duration|HP|SP|ATK|DEF|INT|SPD|CAM
data,farm_training,personality,8,7,id|HP|SP|ATK|DEF|INT|SPD
data,field_ap_para,obj_ap,59,16,id|unk1|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10|unk11|unk12|unk13|unk14|unk15
data,field_ap_para,out_pos,40,14,id|unk1|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10|unk11|unk12|unk13
data,field_ap_para_add,obj_ap,85,16,id|unk1|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10|unk11|unk12|unk13|unk14|unk15
data,field_ap_para_add,out_pos,65,14,id|unk1|unk2|unk3|unk4|unk5|unk6|unk7|unk8|unk9|unk10|unk11|unk12|unk13
data,field_area_para,d01,5,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d02,5,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d03,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d04,5,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d05,6,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d06,3,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d07,7,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d08,4,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d09,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d11,10,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d12,3,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d13,4,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d14,17,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d15,3,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d16,2,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d17,12,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d18,3,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d20,4,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d21,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d22,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d23,4,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d24,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d30,3,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d35,3,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d36,2,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d37,2,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d38,3,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d39,2,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d40,2,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d41,3,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d42,3,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d43,2,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d44,2,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d45,2,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d61,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d62,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d64,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d65,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d70,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d71,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d72,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d73,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d74,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d75,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d76,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d90,2,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d91,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d92,2,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d93,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,d94,2,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,Field_List,68,3,field_id|map|field_name_id
data,field_area_para,OutLine,3,4,id|val1|val2|val3
data,field_area_para,t01,2,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,t02,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,t03,3,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,t04,5,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,t05,12,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,t06,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,t08,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,t09,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,t10,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,t11,2,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
data,field_area_para,t12,1,6,subarea_id|map_model|unk2|unk3|unk4|map_cam_model
